"Symbol","Gene_Symbol","TR.MC.3","TR.MC.2","TR.MC.1","NCM.2","NCM.1","DC.3","DC.2","DC.1"
"ENSMUSG00000021252","0610007P14Rik",18.84513656,16.96501187,19.81715522,14.70439039,9.014034051,22.77810802,27.81279065,24.1075198
"ENSMUSG00000007777","0610009B22Rik",21.63471269,19.07763599,18.57858301,9.92018682,14.32068313,12.92425565,11.66927956,14.815403
"ENSMUSG00000086714","0610009E02Rik",0.247962323,0.320094564,0.168896209,0,0,0.071404727,0.181387765,0.259919351
"ENSMUSG00000043644","0610009L18Rik",2.107679746,2.81683216,2.026754511,0.211067805,10.46791051,1.142475638,1.51156471,2.01437497
"ENSMUSG00000024442","0610009O20Rik",2.107679746,2.176643033,2.420845666,7.457729099,0.508856761,1.428094547,1.088326591,1.42955643
"ENSMUSG00000042208","0610010F05Rik",52.81597482,51.08709235,51.68224002,31.02696729,3.198528212,48.84083351,51.39320012,45.09600739
"ENSMUSG00000020831","0610010K14Rik",2.169670327,2.368699771,2.533443138,3.095661135,0.581550584,2.356356003,2.176653182,1.42955643
"ENSMUSG00000025731","0610011F06Rik",8.430718986,8.70657213,7.881823097,14.07118698,5.306649079,6.99766328,7.557823548,6.627943449
"ENSMUSG00000089755","0610012D04Rik",0,0,0.056298736,0,0,0,0.241850354,0.064979838
"ENSMUSG00000046683","0610025J13Rik",0,0.064018913,0,0,0,0,0,0
"ENSMUSG00000058706","0610030E20Rik",36.32648034,29.38468094,33.32885195,67.61205344,100.0993943,20.27894257,22.25023252,23.71764077
"ENSMUSG00000099146","0610031O16Rik",0,0,0,0.070355935,0,0,0.060462588,0
"ENSMUSG00000028608","0610037L13Rik",40.85179273,37.89919633,40.59138895,44.88708646,20.8631272,24.2776073,30.11036901,34.24437448
"ENSMUSG00000097882","0610038B21Rik",3.719434847,2.81683216,1.40746841,0,0,1.642308729,1.390639533,1.819435456
"ENSMUSG00000058812","0610039K10Rik",0.371943485,0.192056738,0.281493682,0.351779674,0,0.071404727,0.120925177,0.064979838
"ENSMUSG00000089889","0610040B10Rik",1.425783358,1.280378254,1.351169674,0,0.145387646,0.642642546,0.36277553,0.909717728
"ENSMUSG00000087341","0610040F04Rik",0.495924646,0.448132389,0.6192861,0.422135609,0.508856761,1.07107091,0.786013649,0.974697566
"ENSMUSG00000060512","0610040J01Rik",4.277350074,4.545342803,4.897990068,0.562847479,23.48010483,3.641641095,6.650884722,3.248991887
"ENSMUSG00000087361","0610043K17Rik",0.185971742,0,0.056298736,0.633203414,0,0,0,0.194939513
"ENSMUSG00000097863","1010001B22Rik",0.185971742,0.192056738,0.112597473,0,0,0.285618909,0.060462588,0.324899189
"ENSMUSG00000097222","1010001N08Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000090066","1110002E22Rik",0.061990581,0,0,0,0,0,0,0
"ENSMUSG00000097134","1110002J07Rik",0.867868131,1.856548469,1.182273465,3.58815268,0,3.356022185,1.995265417,2.664173347
"ENSMUSG00000071456","1110002L01Rik",1.363792777,1.472434993,0.957078519,3.939932354,1.090407345,1.428094547,1.209251768,0.974697566
"ENSMUSG00000102531","1110002O04Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000022972","1110004E09Rik",13.08001254,12.03555559,11.99163086,5.558118857,21.73545308,10.42509019,10.03678967,17.15467716
"ENSMUSG00000030663","1110004F10Rik",126.3368036,115.5541375,120.1978022,87.66349488,48.050617,102.7514027,115.4835438,127.750361
"ENSMUSG00000046119","1110008E08Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000027637","1110008F13Rik",97.20123066,96.41248256,100.7747382,95.33229178,76.03773885,66.76342007,60.70443873,76.74118836
"ENSMUSG00000021023","1110008L16Rik",8.244747244,9.282742345,8.444810461,0.070355935,0,7.783115281,11.4274292,9.032197445
"ENSMUSG00000039195","1110008P14Rik",31.11927155,33.35385353,36.81937361,11.18659365,29.7317736,19.0650622,16.6272118,18.7791731
"ENSMUSG00000045237","1110012L19Rik",13.01802196,12.67574472,12.94870937,7.668796904,18.39153722,9.782447647,7.618286136,8.707298256
"ENSMUSG00000098659","1110015O18Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000028441","1110017D15Rik",0.309952904,0.128037825,0.281493682,0,0,0.142809455,0.060462588,0
"ENSMUSG00000085151","1110018N20Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000097616","1110019D14Rik",3.905406589,3.713096938,5.79876985,0,0,2.070737093,2.902204242,1.754455619
"ENSMUSG00000097047","1110020A21Rik",0.433934065,0.576170215,0.394091155,0.28142374,0.508856761,0,0.241850354,0.259919351
"ENSMUSG00000068073","1110025L11Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000103520","1110025M09Rik",0.557915227,0.064018913,0.675584837,0,0.363469115,0.428428364,0.120925177,0.194939513
"ENSMUSG00000085972","1110028F11Rik",0,0,0,0,0,0.071404727,0,0
"ENSMUSG00000099139","1110028F18Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000037971","1110032A03Rik",16.67546623,16.06874709,16.66442598,15.05617007,5.306649079,15.06639747,13.05991909,16.56985862
"ENSMUSG00000046999","1110032F04Rik",0,0,0,0,0,0.214214182,0.241850354,0
"ENSMUSG00000044991","1110034G24Rik",7.19090737,7.938345178,10.02117508,7.105949424,11.12215492,4.070069459,6.227646603,5.133407181
"ENSMUSG00000099098","1110035H17Rik",0.495924646,0.256075651,0.337792418,0,0.799632053,0.428428364,0.181387765,0.259919351
"ENSMUSG00000097036","1110036E04Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000040720","1110037F02Rik",24.23831708,29.25664311,26.17891243,32.71550973,47.75984171,29.13312876,30.23129419,19.10407229
"ENSMUSG00000092203","1110038B12Rik",5.827114593,5.249550843,5.460977432,0.703559349,3.198528212,9.71104292,7.195048017,8.252439392
"ENSMUSG00000063236","1110038F14Rik",20.27091991,17.605201,18.29708933,13.36762763,16.93766076,14.78077856,16.32489886,16.43989895
"ENSMUSG00000085457","1110046J04Rik",2.35564207,1.856548469,1.40746841,0,0.436162938,0.357023637,0.120925177,0.58481854
"ENSMUSG00000040591","1110051M20Rik",9.422568278,9.794893647,7.431433206,0,9.23211552,9.354019283,9.915864494,11.76135063
"ENSMUSG00000068067","1110057P08Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000035171","1110059E24Rik",18.16324017,15.49257688,16.38293229,22.09176356,9.23211552,15.20920693,14.32963345,16.11499976
"ENSMUSG00000032551","1110059G10Rik",25.97405335,22.91877075,24.99663897,25.89098404,41.14470382,17.70837238,18.50155204,21.1834271
"ENSMUSG00000078570","1110065P20Rik",5.455171109,5.121513018,5.460977432,5.558118857,0.72693823,6.212211279,6.046258838,4.87348783
"ENSMUSG00000045414","1190002N15Rik",25.1681758,28.29635942,19.42306406,37.14793363,68.40488744,19.49349057,26.84538924,20.33868921
"ENSMUSG00000096537","1190003K10Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000043687","1190005I06Rik",0.061990581,0.064018913,0,0,0,0.071404727,0,0.064979838
"ENSMUSG00000063320","1190007I07Rik",4.215359493,3.713096938,3.828314076,1.899610242,0,2.927593821,2.539428712,4.28866929
"ENSMUSG00000087684","1200007C13Rik",0.123981162,0.320094564,0.225194946,0,1.526570283,0.142809455,0.120925177,0.259919351
"ENSMUSG00000097290","1300002E11Rik",4.77327472,5.121513018,5.066886277,10.4830343,0,2.856189094,4.11145601,4.28866929
"ENSMUSG00000033688","1300017J02Rik",0,0.064018913,0.112597473,0.422135609,0,0.071404727,0.423238119,0.129959675
"ENSMUSG00000096221","1500002C15Rik",1.053839873,1.024302604,0.844481046,4.924915443,0,1.213880365,0.725551061,1.104657241
"ENSMUSG00000097595","1500002F19Rik",0.80587755,0.448132389,0.394091155,2.392101786,0,0.357023637,0.181387765,0.324899189
"ENSMUSG00000098912","1500004A13Rik",5.083227624,4.993475192,4.897990068,14.14154291,7.123994654,4.070069459,3.325442361,3.768830588
"ENSMUSG00000068099","1500009C09Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000087651","1500009L16Rik",0,0.064018913,0.168896209,0,0,0,0,0.129959675
"ENSMUSG00000072694","1500011B03Rik",21.88267502,15.74865253,20.0986489,7.739152839,23.77088012,11.28194692,13.18084427,17.67451586
"ENSMUSG00000051319","1500011K16Rik",12.52209732,13.25191493,12.44202075,8.513068122,7.560157591,11.92458947,11.54835438,12.67106836
"ENSMUSG00000097247","1500012K07Rik",0,0,0,0.070355935,0,0,0,0.064979838
"ENSMUSG00000098702","1500015A07Rik",3.285500781,2.752813247,4.560197649,4.784203573,0,1.856522911,2.841741654,3.768830588
"ENSMUSG00000094732","1500015L24Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000026051","1500015O10Rik",1.239811616,2.304680858,0.900779783,0.28142374,0,0.071404727,0.665088472,0.389879026
"ENSMUSG00000087579","1500017E21Rik",0.185971742,0.384113476,0.281493682,0,0.218081469,0.071404727,0,0.064979838
"ENSMUSG00000097383","1500026H17Rik",0.247962323,0.512151302,0.168896209,0,0,0.071404727,0,0.064979838
"ENSMUSG00000059631","1500035N22Rik",0,0.064018913,0,0,3.561997327,0,0,0
"ENSMUSG00000043747","1520401A03Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000086899","1600002D24Rik",0.123981162,0.128037825,0.337792418,0,0,0,0,0
"ENSMUSG00000024118","1600002H07Rik",1.6117551,2.688794334,2.251949456,1.125694958,0,1.285285092,1.572027298,1.689475781
"ENSMUSG00000035595","1600002K03Rik",10.35242699,9.538817996,10.52786371,0.773915284,0,9.211209828,7.013660252,12.28118933
"ENSMUSG00000101585","1600010M07Rik",14.56778648,13.44397167,15.59474999,19.69966177,42.23511116,8.782781464,11.30650403,10.52673371
"ENSMUSG00000050088","1600012H06Rik",71.2891679,66.06751793,67.83997737,115.665157,25.44283805,48.48380987,49.76071024,45.35592674
"ENSMUSG00000047661","1600012P17Rik",0,0,0.056298736,0,0,0,0,0
"ENSMUSG00000054676","1600014C10Rik",20.51888224,24.00709227,25.39073012,12.31228861,10.54060433,19.56489529,20.01311675,17.86945538
"ENSMUSG00000094690","1600014C23Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000029813","1600015I10Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000065361","1600017P15Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000102505","1600017P15Rik",0.123981162,0.064018913,0.056298736,0,0,0,0,0
"ENSMUSG00000099429","1600019K03Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000097048","1600020E01Rik",16.92342855,14.66033101,16.43923103,29.19771298,12.86680667,18.56522911,18.32016428,18.58423359
"ENSMUSG00000085114","1600025M17Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000057818","1600029O15Rik",0.123981162,0,0,5.769186661,0,0,0.060462588,0
"ENSMUSG00000029182","1700001C02Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000047150","1700001C19Rik",0.371943485,0.256075651,0.281493682,0,0,0,0,0.194939513
"ENSMUSG00000099419","1700001D01Rik",0,0.064018913,0.168896209,0,0,0,0.181387765,0
"ENSMUSG00000095384","1700001F09Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000087170","1700001G01Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000085984","1700001G11Rik",0.061990581,0.064018913,0.112597473,0,0,0.214214182,0.060462588,0.064979838
"ENSMUSG00000103746","1700001G17Rik",0,0.064018913,0,0,0,0.142809455,0.060462588,0.129959675
"ENSMUSG00000095040","1700001J03Rik",0,0.064018913,0.056298736,3.728864549,0,0,0.120925177,0
"ENSMUSG00000086135","1700001J04Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000101963","1700001J11Rik",0,0,0,0,0.218081469,0,0,0
"ENSMUSG00000056508","1700001K19Rik",0.309952904,0.576170215,0.337792418,0.703559349,0,0.571237819,0.36277553,0.064979838
"ENSMUSG00000075511","1700001L05Rik",0.371943485,0.448132389,0.337792418,0.070355935,0,0.285618909,0.544163295,0.194939513
"ENSMUSG00000021534","1700001L19Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000044320","1700001O22Rik",0.061990581,0.192056738,0.168896209,0,0,0.214214182,0.060462588,0
"ENSMUSG00000018543","1700001P01Rik",0.123981162,0.064018913,0.112597473,0,0,0.071404727,0.241850354,0.064979838
"ENSMUSG00000099391","1700003C15Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000085944","1700003D09Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000030030","1700003E16Rik",0.061990581,0.256075651,0.112597473,0,0,0,0.120925177,0
"ENSMUSG00000095110","1700003E24Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000038523","1700003F12Rik",1.487773939,1.216359342,1.520065883,0,0,0.571237819,0.120925177,0.064979838
"ENSMUSG00000085831","1700003G13Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000087621","1700003G18Rik",0,0,0,0,0,0,0.120925177,0.064979838
"ENSMUSG00000039174","1700003H04Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000100372","1700003I22Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000101565","1700003L19Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000085389","1700003M07Rik",0,0,0,0,0,0,0,0.259919351
"ENSMUSG00000102463","1700003N22Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000100727","1700003P14Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000027973","1700006A11Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000010841","1700006E09Rik",0.247962323,0.256075651,0.225194946,0,1.163101168,0.428428364,0.846476237,0.454858864
"ENSMUSG00000100274","1700006F04Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000102000","1700006H21Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000034764","1700006J14Rik",1.549764519,2.368699771,2.308248193,0.562847479,0,6.497830189,4.292843775,7.797580528
"ENSMUSG00000102738","1700006P03Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000031620","1700007B14Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000101234","1700007E05Rik",0.123981162,0.128037825,0.562987364,0,0,0.142809455,0.786013649,0.129959675
"ENSMUSG00000100666","1700007F19Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000057816","1700007G11Rik",0.619905808,0.512151302,0.281493682,0,0,0,0.120925177,0.194939513
"ENSMUSG00000086330","1700007J10Rik",0.061990581,0.192056738,0.394091155,0.351779674,0.218081469,0.214214182,0.060462588,0.259919351
"ENSMUSG00000030858","1700007K09Rik",0,0,0,0,0,0,0.060462588,0
"ENSMUSG00000026831","1700007K13Rik",0,0.128037825,0.056298736,0,0,0.499833091,0.36277553,0.844737891
"ENSMUSG00000097318","1700007L15Rik",1.983698585,2.048605207,2.477144402,0,0,1.785118184,2.418503535,1.689475781
"ENSMUSG00000086613","1700007M16Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000089730","1700007P06Rik",0,0,0,0,0,0.071404727,0,0
"ENSMUSG00000103452","1700008A23Rik",0,0,0,0,0,0.071404727,0,0
"ENSMUSG00000101225","1700008J07Rik",2.479623231,1.600472818,1.745260829,1.547830568,0,0.928261456,1.934802828,1.819435456
"ENSMUSG00000101012","1700008K24Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000008028","1700008O03Rik",0.185971742,0.384113476,0.337792418,0,0,0.285618909,0.120925177,0.324899189
"ENSMUSG00000069118","1700008P02Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000101404","1700009C05Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000096573","1700009J07Rik",0,0,0,0,0,0,0.060462588,0
"ENSMUSG00000028287","1700009N14Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000057047","1700010B08Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000099958","1700010B13Rik",0,0,0,0.070355935,0,0,0,0
"ENSMUSG00000071721","1700010D01Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000067101","1700010H22Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000100010","1700010I02Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000023873","1700010I14Rik",0.619905808,1.536453905,0.731883573,0,0,0.571237819,0.544163295,0.194939513
"ENSMUSG00000100314","1700010J16Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000092599","1700010K23Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000085102","1700010K24Rik",0.061990581,0.064018913,0,0,0.436162938,0,0,0
"ENSMUSG00000030636","1700010L04Rik",0,0,0,0,0,0,0,0.129959675
"ENSMUSG00000101855","1700010N08Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000102099","1700011B04Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000036557","1700011E24Rik",0.247962323,0.256075651,0.168896209,0,0,0.214214182,0.120925177,0.064979838
"ENSMUSG00000021850","1700011H14Rik",0,0,0,0,0,0,0.060462588,0
"ENSMUSG00000058925","1700011I03Rik",0,0.064018913,0,13.2972717,2.90775292,0,0,0
"ENSMUSG00000031682","1700011L22Rik",0,0.064018913,0.112597473,0,0,0,0,0.194939513
"ENSMUSG00000079476","1700011M02Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000029766","1700012A03Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000020617","1700012B07Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000031927","1700012B09Rik",0,0.064018913,0.112597473,0,0,0.142809455,0.423238119,0.519838702
"ENSMUSG00000086482","1700012C08Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000085470","1700012C14Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000101275","1700012E03Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000102069","1700012I11Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000103545","1700012J22Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000100200","1700012L04Rik",0.061990581,0,0,0,0,0,0,0
"ENSMUSG00000028589","1700012P22Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000079346","1700013D24Rik",0.061990581,0,0,0,0,0,0,0
"ENSMUSG00000027886","1700013F07Rik",0,0,0.112597473,0,0,0,0,0
"ENSMUSG00000041399","1700013G24Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000054727","1700013H16Rik",0,0,0.056298736,0,0,0.571237819,0.483700707,0.779758053
"ENSMUSG00000085801","1700013N06Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000051054","1700014D04Rik",0.123981162,0.256075651,0.281493682,0,0,0.071404727,0,0.064979838
"ENSMUSG00000042800","1700015E13Rik",0.309952904,0.384113476,0.450389891,4.151000159,0,0,0.423238119,0.389879026
"ENSMUSG00000079666","1700015F17Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000094445","1700015G11Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000097671","1700015O11Rik",0,0,0,0,0,0,0.060462588,0.129959675
"ENSMUSG00000102737","1700016A09Rik",0,0.256075651,0.225194946,0,1.163101168,0.214214182,0.544163295,0.324899189
"ENSMUSG00000015962","1700016C15Rik",0.061990581,0.128037825,0.337792418,0,2.835059097,0.142809455,0.725551061,0.194939513
"ENSMUSG00000031509","1700016D06Rik",0,0,0,0,0,0,0,0.064979838
"ENSMUSG00000103481","1700016D08Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000085861","1700016G14Rik",0,0.128037825,0.056298736,0,0,0,0,0
"ENSMUSG00000100625","1700016G22Rik",0.185971742,0.064018913,0.225194946,0,0,0.071404727,0.120925177,0
"ENSMUSG00000029320","1700016H13Rik",0,0,0.056298736,0,0,0,0,0
"ENSMUSG00000053783","1700016K19Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000101483","1700016L21Rik",0,0,0.056298736,0,0,0,0,0
"ENSMUSG00000085609","1700016P03Rik",0.371943485,0.128037825,0.056298736,0,0,0.428428364,0.483700707,0.389879026
"ENSMUSG00000101894","1700016P04Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000032300","1700017B05Rik",103.8962134,109.5363597,101.2251281,70.91878238,43.39821233,83.61493573,82.65235832,67.38409173
"ENSMUSG00000024729","1700017D01Rik",0,0,0,0.070355935,0,0,0,0
"ENSMUSG00000037884","1700017G19Rik",0.123981162,0.256075651,0.112597473,0,0,0,0,0
"ENSMUSG00000098727","1700017I07Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000086348","1700017J07Rik",0,0.064018913,0.056298736,0,0,0,0,0.064979838
"ENSMUSG00000056912","1700017N19Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000038408","1700018A04Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000103616","1700018A14Rik",0,0,0,0,0,0,0.060462588,0.064979838
"ENSMUSG00000031809","1700018B08Rik",0.185971742,0.128037825,0,0,0,0,0,0
"ENSMUSG00000037910","1700018B24Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000058935","1700018C11Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000029620","1700018F24Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000100075","1700018L02Rik",0.371943485,0.512151302,0.337792418,0,0,0.499833091,0.36277553,0.389879026
"ENSMUSG00000046145","1700018M17Rik",0,0,0,0,0,0,0,0.064979838
"ENSMUSG00000060715","1700019A02Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000040340","1700019B03Rik",0,0.064018913,0.112597473,4.151000159,0,0,0.120925177,0
"ENSMUSG00000085757","1700019B21Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000043629","1700019D03Rik",1.797726843,0.832245865,1.857858301,15.126526,19.55463839,0.928261456,0.906938826,1.039677404
"ENSMUSG00000086202","1700019E08Rik",0,0,0,0,0,0.071404727,0.060462588,0
"ENSMUSG00000085416","1700019G24Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000059695","1700019M22Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000026931","1700019N19Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000036574","1700019O17Rik",0,0,0.112597473,0,0,0,0,0
"ENSMUSG00000099808","1700019P21Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000027409","1700020A23Rik",0,0,0.056298736,0,0,0.071404727,0.060462588,0
"ENSMUSG00000100937","1700020D05Rik",0,0.064018913,0.112597473,0,0.799632053,0,0.060462588,0.064979838
"ENSMUSG00000101801","1700020G17Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000085438","1700020I14Rik",91.06416316,98.33304994,104.3778573,104.0564277,80.83553117,77.47412917,96.74014141,75.24665209
"ENSMUSG00000035085","1700020L24Rik",1.797726843,1.664491731,1.40746841,4.713847638,0,0.142809455,0,0.129959675
"ENSMUSG00000100146","1700020M21Rik",0,0,0,0,0,0,0,0.064979838
"ENSMUSG00000050844","1700020N01Rik",0.309952904,0.256075651,0.056298736,0,0,0.071404727,0.181387765,0.064979838
"ENSMUSG00000059690","1700020N15Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000100253","1700020N18Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000037535","1700021A07Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000019797","1700021F05Rik",21.82068443,21.89446815,19.81715522,4.151000159,17.95537428,13.35268401,15.41796004,16.30993927
"ENSMUSG00000027518","1700021F07Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000086890","1700021J08Rik",0.061990581,0.192056738,0.056298736,0,0,0.142809455,0.120925177,0.064979838
"ENSMUSG00000086955","1700021L23Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000087343","1700021N21Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000096796","1700021P04Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000038165","1700022A21Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000099751","1700022A22Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000099983","1700022E09Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000102012","1700022F17Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000099360","1700022H16Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000028451","1700022I11Rik",0.371943485,0.576170215,0.78818231,0.351779674,0.218081469,0.928261456,0.423238119,0.844737891
"ENSMUSG00000097523","1700022N22Rik",0.681896389,0.320094564,0.6192861,0.633203414,0,0.142809455,0.423238119,0.259919351
"ENSMUSG00000087393","1700023C21Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000100000","1700023F02Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000020940","1700023F06Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000103503","1700023G09Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000089827","1700023H06Rik",0.681896389,0.70420804,0.844481046,7.668796904,3.125834389,0.142809455,0.423238119,0.259919351
"ENSMUSG00000052334","1700024B05Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000099994","1700024B18Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000072473","1700024G13Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000069890","1700024J04Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000045022","1700024P04Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000078612","1700024P16Rik",0,0,0.112597473,0,0,0.214214182,0.120925177,0
"ENSMUSG00000101113","1700025B11Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000078935","1700025C18Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000086760","1700025D23Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000024728","1700025F22Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000100558","1700025F24Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000032666","1700025G04Rik",10.66237989,12.29163124,12.32942327,26.03169591,13.44835725,64.12144516,59.73703732,67.57903124
"ENSMUSG00000101888","1700025H01Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000099747","1700025K24Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000100175","1700025M24Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000090200","1700025N21Rik",0,0,0.056298736,0,0,0,0.120925177,0
"ENSMUSG00000100121","1700025N23Rik",0.433934065,0.128037825,0.225194946,0,0.436162938,0.142809455,0.604625884,0.324899189
"ENSMUSG00000028244","1700025O08Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000086379","1700026D11Rik",0.061990581,0,0,0.14071187,0,0.071404727,0,0
"ENSMUSG00000101854","1700026F02Rik",0,0.064018913,0,0,0,0.071404727,0,0
"ENSMUSG00000073976","1700026J12Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000097716","1700026J14Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000084864","1700027A07Rik",0.185971742,0,0,0,0,0.071404727,0.060462588,0.064979838
"ENSMUSG00000101968","1700027A15Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000100911","1700027F09Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000100799","1700027H10Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000098304","1700027I24Rik",0,0,0.056298736,0,0,0,0,0
"ENSMUSG00000099417","1700028B04Rik",0,0.064018913,0.056298736,0.070355935,0.072693823,0.071404727,0.060462588,0.064979838
"ENSMUSG00000101683","1700028D13Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000097321","1700028E10Rik",3.16151962,3.264964549,2.927534293,0.633203414,0,0.642642546,0.786013649,1.104657241
"ENSMUSG00000056821","1700028I16Rik",0,0,0,0,0,0,0,0
"ENSMUSG00000038782","1700028J19Rik",1.859717423,0.768226953,1.125974728,0.070355935,0,0.928261456,0.302312942,1.42955643
"ENSMUSG00000089798","1700028K03Rik",0.061990581,0.064018913,0,0,0,0,0,0
"ENSMUSG00000101334","1700028M03Rik",0,0,0,0,0,0,0,0
